Year,Month,Day,Hour,Minute,Second,N_Lat,E_Long,Depth,Mag
1909,4,25,22,36,0,4,127,100,7
1910,12,16,14,45,0,4.5,126.5,33,7.5
1911,3,6,17,30,0,6,126,100,6.8
1911,7,12,4,7,36,9,126,33,7.7
1912,8,17,19,11,48,4,127,33,7.5
1913,3,14,8,45,0,4.5,126.5,33,7.9
1915,3,12,14,48,30,12,124,40,7
1915,9,11,23,59,12,5.5,123.5,600,6.7
1918,2,7,5,20,30,6.5,126.5,120,7.5
1918,8,15,17,30,11,5.5,126.1,33,7
1919,1,1,1,33,42,8,126,33,7.2
1919,3,21,10,2,23,13,123,50,6.5
1919,4,27,0,22,5,11,123,33,6.4
1920,8,3,3,2,28,5,128,250,6.7
1921,2,14,1,0,47,3.5,126.1,33,6.3
1921,7,15,18,6,22,2,128,140,6
1921,11,11,18,36,8,8,127,33,7.5
1922,4,3,22,51,33.9,13.82,119.91,68,5
1922,6,2,20,11,47,7.5,127.5,50,6.7
1923,3,16,22,1,38,6,127,33,7
1923,3,2,16,48,52,6.5,124.1,33,7.2
1923,4,19,3,9,8,2.5,117.5,33,7
1923,8,11,0,54,25,4.5,119.5,33,6.5
1924,4,14,16,23,0,6.5,126.5,33,8.3
1924,8,30,3,4,57,8.5,126.5,33,7.3
1925,3,26,10,25,12,5.5,125.1,180,6.5
1925,5,5,10,6,6,9.5,123.1,33,6.8
1925,5,25,3,43,6,12.5,122.5,33,6.3
1925,10,18,8,25,58,3.5,128.1,220,6.3
1925,11,13,12,14,45,13,125,33,7.3
1925,11,13,12,16,0,12.75,125,33,7.3
1926,1,23,3,11,52,11,126,33,5.6
1926,7,14,16,59,27,2,129,180,6.3
1926,9,30,5,17,43,3.1,122.5,600,6.3
1926,10,30,13,46,34,9.5,124.5,520,6.3
1927,4,13,13,44,14,16.5,120.5,140,6.7
1927,4,13,14,34,37,16.1,120.5,140,6.3
1927,4,19,17,30,10,16,120,100,6.7
1927,11,16,21,10,9,6.5,126.1,50,6.9
1928,6,15,6,12,39,12.5,121.5,33,7
1928,6,15,17,16,17,11.5,121.5,33,6.7
1928,9,5,14,41,56,16.1,119.5,33,6.3
1928,12,19,11,37,12,6.1,124.5,33,7.3
1928,12,28,14,19,35,7.5,123.1,33,6.9
1929,4,8,10,16,53,7.8,124.6,610,6.7
1929,6,4,15,15,58,6.5,124.5,300,7
1929,7,21,13,15,59,14.5,124.1,33,5.6
1929,9,21,18,54,23,10,125,300,6
1930,5,16,15,3,48,21.5,122.1,50,6.5
1930,5,30,12,56,55,2.1,124.5,300,6.3
1930,11,8,3,22,40,4.1,122.5,670,6.9
1930,12,21,14,51,24,20.1,122.3,170,6.9
1931,1,24,13,41,4,10,126,33,6.3
1931,2,27,9,37,48,2,126,33,6.7
1931,3,18,20,13,30,6,127,50,7
1931,3,19,6,24,48,18.3,120.2,33,6.9
1931,7,12,16,45,24,12.4,123.8,33,6.5
1931,10,26,11,57,29,8,126,33,5.6
1931,10,26,14,42,8,13.3,126.3,33,5.6
1931,10,28,5,35,3,17.5,121.5,33,6.3
1932,4,29,17,30,40,7,127,33,5.6
1932,6,6,6,26,21,2.1,122.5,280,5.7
1932,6,8,14,54,38,8,126,100,6.3
1932,6,10,20,21,20,5.5,127.1,80,6.7
1932,6,13,20,57,32,18.1,119.3,33,6.3
1932,6,14,5,59,42,18.3,120.2,80,6.5
1932,6,14,11,20,12,18,120,40,5
1932,7,9,20,23,54,5.5,126.5,120,6
1932,7,11,8,21,31,12.5,124.5,33,5.6
1932,7,18,5,2,5,14,120,100,6
1932,7,24,12,10,32,16.5,120.5,33,6.3
1932,9,15,11,12,30,5,122,33,6.3
1932,11,18,13,47,16,2.1,124.5,280,6.5
1932,12,4,8,11,0,2.1,121.9,33,7.1
1932,12,4,10,32,48,2.9,121.8,33,6.3
1932,12,15,19,33,38,21,121,33,6
1932,12,16,7,14,22,7,127,33,5.6
1933,2,16,9,8,8,2.5,126.1,33,5.6
1933,2,22,3,48,10,5.5,125.1,33,5.6
1933,3,3,2,19,38,15.5,120.1,120,6.5
1933,3,17,19,32,30,6.5,128.1,33,6.7
1933,4,1,8,7,35,6,127,33,5.6
1933,6,6,2,28,22,14,120,33,6.3
1933,6,24,13,55,0,4,126,33,5.6
1933,7,20,11,45,18,13.6,124.8,33,6.5
1933,9,3,3,45,59,3,126,33,5.6
1933,9,20,23,33,40,13,121,100,6.5
1933,9,25,13,45,45,6,126,33,6
1933,9,28,0,27,58,7,127,100,5.7
1934,1,16,18,39,42,6.1,124.7,33,6.3
1934,2,14,3,59,34,17.5,119.1,33,7.6
1934,3,12,3,20,42,19.7,120.3,33,5.6
1934,3,15,22,15,6,7.5,128.1,33,7.3
1934,3,16,3,59,15,8.1,127.3,33,6
1934,4,16,13,40,18,21.5,121.5,33,6
1934,6,14,19,8,36,2,121,33,5.6
1934,7,31,5,58,34,15.1,119.7,33,5.6
1934,8,12,23,49,12,8,127,34,6.9
1934,9,6,2,16,52,6.5,126.1,150,6
1934,11,26,12,9,24,14.2,120.2,33,6.3
1935,2,7,17,29,2,13.5,122.7,33,6
1935,5,7,5,55,20,5.7,126.1,50,6
1935,5,20,5,21,29,4.1,126.5,33,6
1935,5,24,5,36,30,12.5,125.5,33,6.7
1935,5,25,0,7,55,12.1,125.5,33,6.3
1935,5,26,22,3,47,11.7,125.5,33,6.3
1935,6,1,14,39,52,7.5,126.5,100,6
1935,6,18,22,27,41,12.5,125.5,33,6.3
1935,10,4,5,15,36,6,125,400,6.5
1935,2,4,21,7,31,2.5,127.1,80,6.5
1936,1,20,16,56,18,6,127,80,7.1
1936,4,1,2,9,30,4.5,127.2,33,7.7
1936,5,20,0,16,1,13.5,121.5,160,6
1936,7,5,18,55,13,6.3,126.7,60,7.3
1936,8,4,14,9,41,19,121,33,5.6
1937,8,13,20,2,36,8.5,127.2,60,6.7
1936,10,5,6,8,34,9.1,122.7,33,5.7
1937,3,16,15,45,46,18,121,100,6.5
1937,5,13,18,47,52,2.5,122.1,200,6.3
1937,8,20,11,59,16,14.5,121.5,33,7.5
1937,9,21,9,39,47,2.1,126.7,50,6.9
1937,9,28,13,17,43,2.5,122.1,200,6.5
1938,2,5,9,55,10,14,124,160,6.5
1938,5,23,8,21,48,18.2,119.7,80,7
1938,10,10,20,48,6,2.2,127.3,33,7.3
1939,2,4,11,34,5,7.2,126.3,100,6
1939,5,6,17,0,7,13.5,121.3,110,6.5
1939,6,2,3,33,18,4.4,126.2,85,7
1939,9,13,7,16,26,3.5,127.7,90,5.7
1940,3,28,15,48,50,14.2,120.6,160,6.8
1940,6,18,13,52,33,5,123,33,6.5
1940,7,21,15,38,25,2.3,120.9,100,6.3
1940,9,22,22,51,58,7.5,123.5,33,6.8
1940,10,7,6,43,3,5.5,126,33,7
1941,2,4,14,3,18,10,124.5,33,6.9
1941,5,9,5,32,40,14.2,122.1,33,6.8
1941,6,16,11,26,59,7.2,126.3,33,6.5
1941,7,19,17,54,25,10,123,477,5.8
1941,11,5,17,38,44,12.5,123.5,33,6.9
1942,4,8,15,40,24,13.2,120.6,33,7.7
1942,7,25,6,22,39,11.8,125.1,90,6.8
1942,10,20,23,21,45,7.9,122.4,33,7.3
1943,5,3,1,59,8,12.9,124.3,33,7.4
1943,5,25,23,7,36,7.6,127.5,33,7.9
1945,4,22,9,51,18,5,123,540,6.8
1947,6,7,18,47,48,11.3,124.7,33,6.9
1948,1,24,17,46,0,10.5,122,33,8.3
1948,3,3,9,9,54,19.1,118.5,33,7.2
1948,9,2,23,34,50,10.1,125.5,33,7
1949,3,27,6,34,5,3.5,127.5,33,7
1949,4,30,1,23,32,6.5,125.1,130,7.4
1949,12,29,3,3,50,17.5,121.5,33,7.2
1950,3,7,2,7,54,11.1,122.5,60,6.7
1950,6,25,11,4,51,5.5,127.5,33,6.5
1950,7,29,16,45,56,2.5,127.5,33,7
1950,8,7,2,44,44,6,126,33,6.7
1950,8,31,7,5,36,6,126,33,7
1951,6,2,6,47,53,6.7,116.5,33,5.7
1951,7,2,5,6,23,6.1,124.5,100,6.1
1951,7,8,5,44,20,11,122,33,6.5
1952,3,19,10,57,7,9.5,126.5,33,7.7
1952,5,8,21,10,53,2.2,126.9,96,6.6
1952,9,10,18,47,7,10.5,123.6,33,5
1952,12,28,15,1,19,6,127,33,6.4
1953,4,8,23,58,13,3.1,126.7,33,5.5
1953,12,22,18,45,19,16,119,33,5.7
1954,3,29,4,1,10,19.5,121.1,33,6.5
1954,5,1,18,6,17,21.1,123.7,33,5.5
1954,7,2,2,45,12,13,124,60,6.7
1954,9,4,8,53,20,21.5,122.5,33,6.7
1954,9,7,0,11,48,20.7,120.8,33,6
1954,9,7,0,35,13,21.1,121.5,33,5.9
1955,2,14,16,56,9,2.1,126.5,33,6.3
1955,3,6,10,55,28,9.5,122.5,33,6.1
1955,3,6,13,33,31,9.5,122.5,33,6.3
1955,3,31,18,17,8.4,8,124.1,96,7.3
1955,3,31,20,52,39,8.1,124.5,96,6.5
1955,4,4,11,11,21,22,121,33,6.5
1955,4,10,17,38,12,8,125,33,6.5
1955,5,11,16,37,10,19.5,121.5,33,6
1955,9,25,18,59,22,6.1,127.5,100,6.6
1955,12,19,3,13,48,8.5,127.1,33,6
1956,1,26,15,33,37,10,124,33,5
1956,1,29,22,20,56,21,121,33,5.5
1956,2,12,11,49,20,19.1,119.5,33,6.5
1956,7,19,20,40,54,15.1,120.5,33,5.7
1956,10,23,8,41,22,13.5,120.5,100,6.7
1956,10,28,10,45,6,14.1,123.5,33,6.7
1956,12,27,21,31,28,7.5,126.1,33,5.5
1957,2,10,22,32,15,10,126,33,6.6
1957,2,10,22,50,52,10.5,126.5,33,6.7
1957,2,11,1,14,44,10,126,33,6.5
1957,2,11,14,25,43,10,126,33,6.5
1957,2,13,0,29,48,10.1,126.5,33,5.7
1957,4,13,10,10,54,5.1,126.5,100,6
1957,4,28,1,23,40,7,127,42,5.9
1957,6,11,18,49,32,18.1,121.5,44,6.7
1957,6,18,11,18,5,18.1,120.5,60,5.1
1957,8,18,8,36,58,12.1,124.5,21,6.5
1957,9,24,8,21,5,5.5,127.5,33,7.6
1957,9,25,16,36,43,5.8,127.2,60,5.9
1957,9,26,18,46,48,6,126.94,10,6
1957,11,15,7,52,35,8.1,124.5,100,6.3
1958,2,27,23,27,44,21,121,53,6.5
1958,3,23,10,14,46,18,120,33,5.6
1958,7,4,18,34,14,5.8,124.9,85,6
1958,8,24,16,54,25,14,121,150,5.7
1958,9,1,18,0,44,7.5,126.79,82,6
1958,9,15,19,45,52,2.5,120.5,700,6.1
1958,10,10,11,35,30,5.5,127.1,33,5.4
1958,10,26,2,17,37,5.5,117.1,50,5.7
1958,12,3,9,48,35,19.1,121.5,33,6.1
1959,4,2,19,21,28,20.5,121.1,33,5.8
1959,6,2,2,37,43,21,121,33,5.5
1959,6,2,4,57,18,21,121.5,33,6
1959,7,18,19,54,57,15.5,120.5,150,6.6
1959,8,5,5,16,39,12.5,125.1,33,6
1959,9,6,1,27,59,5.5,126.55,33,5.3
1959,12,14,17,58,33,5.5,125.5,200,5.8
1960,1,18,9,4,43,5.1,126.5,33,5.9
1960,1,23,4,24,44,19.25,120.1,33,5.1
1960,2,7,10,7,50,5,123,600,5.11
1960,5,9,2,46,8,5.5,124,33,5.12
1960,5,21,8,17,1,15.5,121.5,33,5.13
1960,6,16,6,37,48,12.5,125.1,33,5.14
1960,7,14,10,27,11,5.1,127.5,100,5.15
1960,8,31,17,21,57,12.8,119.9,24,5.16
1960,9,8,11,7,40.8,6.2,126.2,47,5.17
1960,9,19,3,58,51.4,16,120,25,5.18
1960,12,14,23,51,31.5,3,126,78,5.19
1960,12,23,10,47,57.9,8.3,125.7,67,5.2
1961,2,26,21,1,5,15.5,121.1,32,5.21
1961,5,7,10,22,54,5.93,126.85,149,5.22
1961,6,19,1,45,28,13.1,121.5,56,5.23
1961,7,15,0,17,46,13.23,120.58,60,5.24
1961,10,23,14,39,40,4.1,126.5,51,5.25
1961,11,7,1,12,50,11.5,126.5,33,5.26
1962,1,17,15,29,10,3,127,33,5.27
1962,3,2,13,3,10,5.55,126.59,96,5.28
1962,3,3,12,14,56,7.58,126.71,86,5.29
1962,3,11,19,19,6,8.5,126.5,80,5.3
1962,3,12,1,7,38,4,127,33,5.31
1962,3,17,18,56,33,9.5,126.1,33,5.32
1962,3,31,7,44,0,10.1,122.5,33,5.33
1962,4,11,10,57,36,8.5,127.1,33,5.34
1962,4,30,20,39,57,6.46,124.14,117,5.35
1962,6,23,9,50,30,19.14,121.31,67,5.36
1962,6,30,19,29,57,16.4,122.3,33,5.37
1962,7,11,12,40,30.7,11.9,122.1,25,5.38
1962,7,13,3,32,0,9.87,122.56,79,5.39
1962,7,24,16,23,23,10.73,121.78,94,5.4
1962,7,31,5,13,8,18.78,120.88,54,5.41
1962,8,17,5,4,31,10.47,121.5,21,5.42
1962,9,18,6,10,30,2.5,127.1,70,5.43
1962,9,30,21,57,23,18.5,121.5,40,5.44
1962,10,25,9,34,11,2.29,126.92,26,5.45
1962,11,17,14,21,33,2.85,121.87,6,5.46
1962,11,25,9,51,26,11.2,124.8,33,5.47
1962,11,27,12,7,14,14.9,120.2,45,5.48
1962,11,30,16,53,21,3.25,127.1,60,5.49
1962,12,17,11,0,15,2,123,400,5.5
1962,12,21,10,30,45,15.9,121.8,33,5.51
1962,12,29,4,12,15,2.33,127.35,89,5.52
1963,1,24,22,27,38,7.8,126.98,113,5.53
1963,2,16,8,31,46,9,123,33,5.54
1963,2,25,9,11,21,10.3,122.2,33,5.55
1963,2,25,23,45,21,15.58,121.49,61,5.56
1963,3,10,13,51,5,2.55,126.87,41,5.57
1963,3,14,8,0,12,19.01,120.21,23,5.58
1963,3,15,0,16,0,8.31,126.56,106,5.59
1963,3,24,9,43,18,8.5,126.5,100,5.6
1963,5,8,15,24,0,6,126,50,5.61
1963,5,17,6,9,21,15.69,120.13,99,5.62
1963,5,19,19,21,16,2.5,128.8,100,5.63
1963,5,20,21,4,45,3.1,129.5,33,5.64
1963,5,22,15,42,54,4.27,127.89,99,5.65
1963,5,23,15,12,10,5.98,126.25,127,5.66
1963,6,6,5,18,50,20.1,120.5,42,5.67
1963,6,7,15,49,50,19,122,61,5.68
1963,6,19,9,9,2,4.47,126.34,122,5.69
1963,6,26,9,41,34,4.25,126.7,82,5.7
1963,7,21,14,45,7,10,122,33,5.71
1963,8,2,19,26,26,6.1,124.9,105,5.72
1963,9,27,11,4,19,11.31,126.06,22,5.73
1963,9,29,19,35,1,6.06,125.43,103,5.74
1963,10,3,6,26,18,11.5,126.3,33,5.75
1963,10,17,14,13,59,9.7,126.3,33,5.76
1963,11,8,16,13,16,2.7,128.6,243,5.77
1963,11,17,7,50,40,7,125,33,5.78
1964,1,20,20,38,17.3,18.84,120.66,54,5.1
1964,1,21,22,18,13.1,10.5,125.25,48,5.1
1964,2,8,9,56,3.3,9.21,126.18,90,5
1964,2,26,18,14,38.6,4.51,126.14,133,5
1964,3,1,12,54,45.3,8.4,122.6,73,5.2
1964,3,3,21,39,44.8,4.72,125.67,205,5
1964,3,12,22,32,57.9,5.1,127.07,33,5.2
1964,3,26,6,30,52.3,8.2,122.2,59,5.3
1964,4,2,15,56,52.5,5.77,125.73,168,5.5
1964,4,30,14,54,8.7,20,120.8,101,5
1964,5,11,14,57,25.4,4.28,127.87,145,5.1
1964,5,30,17,23,17.2,9.23,126.19,89,5
1964,6,10,22,16,39,5.02,127.43,92,5.7
1964,6,12,15,56,23.6,11.25,124.7,202,5.2
1964,6,22,21,23,35.5,13.67,120.55,72,5.1
1964,6,23,19,10,10.9,2.97,126.54,24,5
1964,7,8,7,45,50.9,3.19,120.31,70,5.2
1964,7,9,5,47,9,15.36,119.67,48,5.3
1964,7,11,15,35,55.5,5.96,126.34,183,5
1964,7,13,17,12,2.2,8.04,126.63,115,5
1964,7,21,13,12,59.5,11.52,121.89,27,5.3
1964,7,25,21,29,35.6,2.8,128.4,22,5.3
1964,7,26,20,24,17.2,4.09,126.53,33,5.1
1964,7,11,15,35,55.5,5.96,126.34,183,5
1964,7,13,17,12,2.2,8.04,126.63,115,5
1964,7,21,13,12,59.5,11.52,121.89,27,5.3
1964,7,25,21,29,35.6,2.8,128.4,22,5.3
1964,7,26,20,24,17.2,4.09,126.53,33,5.1
1964,9,8,7,54,57.6,5.91,126.11,182,5.5
1964,9,8,20,22,57.1,6.93,126.79,59,5.5
1964,9,23,17,18,7.2,5.88,126.51,85,5.1
1964,10,11,23,33,23.4,6.19,126.94,120,5.3
1964,10,12,15,42,55.1,3,126.5,62,5.5
1964,10,26,14,22,55.7,2.09,126.73,29,5.3
1964,10,31,18,54,28.3,8.8,126.7,66,5.2
1964,11,1,12,26,7.5,3.11,128.06,77,5.8
1964,11,4,21,2,43,6.9,125.7,62,5.5
1964,11,9,18,43,36.1,19.36,121.22,11,5.5
1964,11,15,4,34,30.4,9.41,126.34,60,5
1964,11,24,12,40,56.3,13.12,124.5,25,5.6
1964,11,30,6,25,16.3,13.8,120.8,207,5
1964,12,7,3,39,5,12.1,122.3,35,5.5
1964,12,13,13,15,49,20.06,121.98,17,5.4
1964,12,15,5,6,21.8,2.39,126.66,36,5.3
1964,12,21,19,23,19.7,13.3,124.7,36,5.1
1964,12,27,17,4,17.4,12.92,125.37,1,5.6
1965,1,7,18,48,34.4,18.55,120.92,28,5
1965,1,23,23,24,30.1,7.43,123.86,628,5.2
1965,1,25,12,15,34.3,6.01,126.01,166,5
1965,2,4,4,33,10.1,3.9,128.6,50,5.2
1965,2,12,19,13,35.3,9.7,126.3,74,5.2
1965,2,13,22,51,26.3,19.08,120.97,66,5.1
1965,2,15,10,4,26.2,2.97,125.91,91,5.9
1965,2,23,13,23,34.2,5.4,128.7,61,5.3
1965,2,28,4,40,6.9,5.3,128.6,105,5
1965,3,1,13,20,58.7,21.19,121.16,57,5.3
1965,3,6,21,23,57.3,20.09,121.33,61,5.4
1965,3,8,12,25,27.9,19.92,121.15,81,5.2
1965,3,21,13,40,32.5,6.35,124.06,61,5.1
1965,3,24,22,42,9.7,8.43,126.57,50,5.4
1965,4,1,7,8,40,9.93,121.05,101,5.4
1965,4,2,13,4,1.2,12.72,123.89,19,5.4
1965,4,24,8,2,27,19.14,121.08,49,5.2
1965,4,26,22,15,42,21,121,29,5.8
1965,5,8,3,5,36.9,18.42,120.33,39,5.2
1965,5,16,11,35,52.1,5.26,125.57,93,5.6
1965,5,24,23,21,13.6,13.1,124.5,54,5.7
1965,6,20,4,5,48.4,10,125.9,50,5.1
1965,6,20,7,53,42.7,10,126,61,5
1965,6,22,23,48,7.7,7.21,123.53,58,5.8
1965,6,24,7,45,13.9,7,126.25,51,5.7
1965,6,24,23,8,40.8,20.22,120.58,28,5.1
1965,6,25,12,50,30,9.55,126.32,74,5
1965,6,27,17,35,12.4,4.82,127.49,75,5.3
1965,7,15,18,33,31.8,7.64,123.76,605,5.7
1965,7,20,13,18,27.3,7.59,127.12,30,5.6
1965,7,27,7,54,35.9,6.08,126.02,93,5.1
1965,8,8,4,32,45.4,6.6,126.7,99,5
1965,8,8,9,46,30.5,3.98,128.49,57,5.3
1965,8,13,2,13,14.1,13.57,120.06,36,5.2
1965,8,17,7,36,14.2,12.31,125.53,49,5.1
1965,8,17,7,48,41.2,12.4,125.5,33,5.3
1965,8,17,8,6,9.6,12.22,125.44,109,5.1
1965,8,20,8,31,25.5,5.53,125.39,82,5.2
1965,8,30,14,0,55.8,5.52,125.87,121,5.2
1965,9,6,3,18,40.7,21.29,121.22,45,5.2
1965,9,10,2,53,26.2,13.96,120.87,149,5
1965,9,12,17,1,51.5,3.1,126.5,53,5.1
1965,9,14,8,27,18.3,8.39,126.87,56,5.4
1965,9,14,21,54,20.5,8.3,126.7,100,5
1965,9,16,13,50,12.2,7.13,126.58,178,5.9
1965,9,16,23,51,37.4,2.3,126.2,163,5
1965,9,18,22,3,15.1,8.31,126.96,56,5.4
1965,10,11,4,52,14.6,8.1,126.8,88,5.1
1965,10,12,23,52,34.1,2.1,125.1,234,5
1965,10,16,8,22,56.4,3.11,128.62,215,5.4
1965,10,24,14,32,13.9,4.17,125.81,179,5.4
1965,10,26,4,53,30.2,3.6,126.5,33,5.1
1965,11,13,14,46,56.5,5,127.7,134,5.1
1965,11,16,6,45,57.2,6.6,126.9,103,5.4
1965,11,23,1,17,31.2,2.96,124.76,40,5.5
1965,11,29,10,21,26.9,4.6,124.2,479,5
1965,12,22,0,52,56.8,6.67,124.11,552,5.2
1965,12,25,1,7,20.3,6.73,126,87,5.1
1965,12,27,20,18,34.3,3.18,126.71,57,5.1
1965,12,28,12,10,29.8,3.24,126.93,34,5.3
1965,12,31,20,58,53.6,2.3,128.7,100,5
1966,1,7,14,32,25,16.6,119.5,47,7.7
1966,1,10,1,19,11.9,13.81,120.72,133,5.3
1966,1,26,11,19,19.5,19.86,121.31,60,5
1966,2,3,11,58,36,16.66,119.93,71,5.3
1966,2,16,0,24,24,13.3,125.2,29,5
1966,2,18,6,59,5,6.73,124.82,58,5.3
1966,3,16,20,38,25,9.48,122.18,38,5.2
1966,3,26,14,9,9,19.84,120.74,17,5.1
1966,4,6,21,53,10.5,8.93,128.39,66,5.2
1966,4,9,20,0,59,5.41,125.92,134,5.1
1966,5,5,6,35,17,4.4,126.2,101,5.3
1966,5,18,17,25,53,5.96,119.64,52,5.3
1966,5,20,18,2,35.9,19.38,122.09,53,5.4
1966,5,21,17,43,14.6,3.23,125.44,176,5
1966,5,21,18,41,58.8,9.61,126.03,76,5.1
1966,6,6,20,47,11.1,9.6,126.4,44,5.6
1966,6,6,23,59,21,9.63,126.42,89,5
1966,6,8,22,1,17,9.64,126.68,47,5.1
1966,6,30,12,27,45.2,9.58,126.55,47,5.2
1966,7,21,5,5,13.5,19.1,121,70,5.2
1966,7,30,17,39,20,9.01,126.65,45,5.2
1966,8,15,2,45,34,13.28,121.36,24,5.5
1966,8,21,5,0,24,8.48,126.62,39,5.8
1966,8,27,2,36,33.7,3.18,128.11,179,5.2
1966,8,27,4,35,48.6,5.82,125.98,125,5.1
1966,8,27,17,10,43,13.95,123.65,4,5
1966,8,28,18,56,19.2,13.73,120.84,114,5
1966,8,28,22,30,55.3,2.38,128.52,73,5.1
1966,8,30,12,40,28.2,13.4,120.8,86,5.3
1966,8,30,19,42,55,4.3,126.7,165,5
1966,9,2,14,34,57,2.3,126.8,126,5.1
1966,9,8,10,37,43,3.56,126.44,57,5
1966,9,8,21,15,52.3,2.3,128.4,90,6.6
1966,9,13,23,45,16,9.41,126.14,68,5.2
1966,9,27,18,41,45,2.55,128.28,123,5.1
1966,10,7,3,29,32,8.9,125.6,85,5.1
1966,10,7,4,28,29,4.45,126.13,81,5.3
1966,10,11,12,6,18.8,13.98,120.74,104,5.1
1966,10,23,0,0,17,3,127,38,5.1
1966,11,7,8,55,51,7.26,125.53,84,5
1966,12,1,11,38,25.2,6.21,126.58,114,5.1
1966,12,2,9,31,18.2,3.26,128.11,90,5.5
1966,12,5,1,18,46,2.7,127.1,67,5.3
1966,12,20,18,39,43.7,14.57,122.17,32,5.3
1967,1,4,3,41,33,20.36,120.06,7,5.4
1967,1,5,6,13,31.6,13.78,120.71,170,5.4
1967,1,16,14,39,12,5.8,123.8,62,5.4
1967,1,30,14,19,31.8,4.21,125.86,112,5.1
1967,2,17,0,37,41,4.4,125.5,55,5.5
1967,3,4,5,9,24.6,21.4,121.9,134,5.4
1967,3,7,16,21,22.6,4.1,125.7,190,5.3
1967,3,13,17,27,11,3.67,126.72,63,5.1
1967,3,26,17,0,33,5.6,126.5,81,5.1
1967,3,28,19,32,28.3,17.02,122.43,76,5.1
1967,3,31,6,54,38.8,12.78,123.06,33,5
1967,4,8,20,13,55,6,127,85,5.2
1967,4,22,17,27,51,8.27,127.13,84,5
1967,4,23,12,50,25.7,8.59,126.47,46,5.2
1967,5,9,21,30,7.6,5.15,127.51,110,5.4
1967,5,13,6,57,57,4.5,126.8,71,5.1
1967,5,18,23,20,48,9.9,126.1,107,5.1
1967,5,31,19,26,32.8,11.44,125.68,65,5.1
1967,6,8,7,1,55,6.16,125.83,161,5.1
1967,6,8,12,1,54,4.56,127.12,50,5.3
1967,6,8,13,51,24,5.32,126.91,100,5
1967,6,9,11,21,59,4.13,126.21,59,5.2
1967,6,9,19,24,8,2.8,125.7,125,5.8
1967,6,12,23,32,46,9.1,126.5,55,5.1
1967,6,19,12,42,41,12.19,126.32,18,5.3
1967,6,21,15,45,24,12.7,123,16,5.3
1967,6,24,21,3,36.9,11,126,52,5.6
1967,7,7,13,28,39.9,8.64,125.98,204,5.3
1967,7,10,19,18,12,4.8,126.9,100,5.4
1967,8,18,9,36,42.3,5.7,125.7,165,5
1967,8,19,15,28,8.5,10.36,125.87,60,6
1967,9,7,7,12,37.7,2.66,124.27,288,5.6
1967,9,24,0,57,5,4.61,128.66,1,5.3
1967,9,24,6,10,16.2,2.8,128.5,221,5.3
1967,9,25,7,0,51,9.68,126.36,81,5
1967,9,25,13,3,5,3.57,126.63,59,5.3
1967,10,5,2,12,36,8.5,126.2,102,5.2
1967,10,17,21,5,23.9,17.27,121.83,41,5.5
1967,10,26,5,10,2,2.3,121.7,65,5.1
1967,11,3,10,31,19.9,6.19,125.78,87,5
1967,11,10,11,29,51,10.34,126.24,41,5.2
1967,11,11,11,41,46,10.36,126.49,53,5.3
1967,11,12,18,55,8,3,126.9,77,5.1
1967,11,15,7,36,37.3,6.2,123.7,579,5.1
1967,11,24,18,46,53.8,5.86,126.54,117,5.2
1967,12,1,7,18,22.8,2.43,127.37,96,5.1
1967,12,6,3,1,29,2.18,127.51,57,5.2
1967,12,13,15,36,1.5,5.39,125.91,119,5.2
1967,12,17,16,3,29,11.59,125.89,18,5
1967,12,23,17,14,33.7,11.03,125.37,122,5.2
1967,12,30,0,7,11,3.07,126.45,21,5.3
1967,12,30,5,24,3.4,20.4,118.2,33,5
1968,1,11,4,40,13.4,5.01,126.72,33,5.2
1968,1,14,22,21,25,2,125.7,44,5.2
1968,1,29,16,0,9,12.22,125.51,62,5.1
1968,2,17,17,19,32.5,4.34,127.72,107,5.4
1968,2,21,12,34,48,6.95,126.83,86,5.2
1968,3,2,23,37,15.4,3.95,128.03,134,5
1968,3,3,7,51,52.5,2.8,128.3,107,5.2
1968,3,5,18,16,14,9.64,126.23,72,5.4
1968,3,5,18,31,7,9.55,126.17,90,5.2
1968,3,5,18,38,6.6,9.6,126.2,64,5.6
1968,3,17,20,14,36.3,3.25,128.1,97,5.7
1968,3,26,19,40,41.9,8.1,126.3,82,5.5
1968,3,31,8,49,36,11.42,125.32,73,5.1
1968,4,6,21,41,21,7.47,124.14,41,5.2
1968,4,22,14,22,36,4.4,127.7,113,5.2
1968,5,4,22,9,20,3.67,126.44,48,5.4
1968,5,13,23,5,21,2.49,128.32,33,5
1968,5,22,21,10,46,2.98,126.43,69,5
1968,5,30,17,58,37,5.25,126.8,56,5.2
1968,6,5,12,49,39,11.08,122.34,54,5
1968,6,6,19,44,4.7,14.9,119.9,53,5.3
1968,6,12,23,26,30.1,13.8,120.7,135,5.1
1968,6,27,22,10,5,6.06,120.86,65,5
1968,7,6,17,24,0,9.71,126.45,63,5.1
1968,7,6,20,5,15.2,9.78,126.43,33,5
1968,7,7,16,50,31.7,9.77,126.35,33,5.2
1968,7,7,21,34,5.3,9.65,126.39,52,5.2
1968,7,18,0,26,28,2.53,128.33,90,5.1
1968,8,1,20,19,21.5,16.3,122.1,31,7.3
1968,8,1,21,15,2.7,15.77,121.79,33,5
1968,8,3,6,25,7.4,16.45,122.31,52,6.1
1968,8,3,19,19,4.8,16.35,122.41,48,5.2
